Advertiser App Market ID,  VX Overview Adomain,Advertiser App Title,Advertiser App Liftoff Category,Advertiser App Liftoff Subcategory,  VX Overview Unified Ad Spend
com.zynga.livepoker,zynga.com,Zynga Poker- Texas Holdem Game,Gaming,Social Casino,10380.241919020724
6743212760,9snail.com,Pub Points Platter,Gaming,Casual,10358.263411600019
,facebook.com,,,,10306.62000612252
com.axlebolt.standoff2,axlebolt.com,Standoff 2,Gaming,Strategy,10278.019800555667
944158857,murka.com,Scatter Slots - Slot Machines,Gaming,Casual,10260.44286668871
1671500735,jeulover.com,Jackpot Dreams - Slots Casino,Gaming,Casual,10239.929578905307
1673723000,next.bondee.tech,Duet Dating App: Chat & Meet,Entertainment,Lifestyle,10232.125927067753
6739124364,com.monopoly,Top Tycoon: Coin Theme Empire,Gaming,Casual,10224.677019250039
1446254576,papaya.com,Solitaire Cash,Gaming,Casual,10216.735472449725
1638139403,Wonderful Studio.com,Block Crush！,Gaming,Casual,10202.492286926165
com.nexowallet,nexo.io,Nexo: Crypto Wealth Platform,Finance,Finance,10195.020451103705
com.xm.webapp,xm.com,XM App – Trade with confidence,Finance,Finance,10189.510878406309
1662451643,ifooddelivery.sailor.sankuai.com,Keeta - Food Delivery,e-Commerce,Food & Drink,10066.75481702801
ru.tander.magnit,magnit.ru,Магнит: акции и доставка,e-Commerce,Food & Drink,10045.53704968672
,ygyglyuu9.com,,,,10038.431459119807
es.socialpoint.DragonCity,socialpoint.es,Dragon City: Mobile Adventure,Gaming,Strategy,10013.418127870202
,healthflow.top,,,,9965.65818191536
com.roblox.client,roblox.com,Roblox,Gaming,Strategy,9959.943652091131
1450304211,snaptravel.com,"Super.com - Save, Earn, Travel",Finance,Finance,9952.10424831252
6752752632,6752752632,AI Security Pro,Utility,Other,9906.084804000056
,network.mobile.rakuten.co.jp,,,,9882.793973843387
,oneone-01.com,,,,9869.364254514438
1083520388,play.monopolycasino.com,MONOPOLY Casino - Real Money,Gaming,Casual,9845.707161004198
com.wulzcg.mfhhkk.nllffr,jjwin.net,,,,9809.021631700056
722804810,gopuff.com,Gopuff - Food & Drink Delivery,e-Commerce,Food & Drink,9791.091330307081
6743931265,badam.mobi,Soho 101 Okey,Gaming,Casual,9746.574184085053
shopee.co.id,shopee.co.id,,,,9744.96316765168
1020109860,igs.com.tw,GoldenHoYeah Slots-Slots Games,Gaming,Casual,9734.465774394792
jp.co.rakuten.android,jp.co.rakuten.android,楽天市場 - 楽天ポイントが貯まる日本最大級の通販アプリ,e-Commerce,Shopping,9662.870659904707
prod7612725532.app_jlbettlbf2.com,6929183.com,,,,9624.667063338122
com.ubercab,uber.com,Uber - Request a ride,Utility,Navigation,9528.274131317901
com.williamsinteractive.jackpotparty,williamsinteractive.com,Jackpot Party Casino Slots,Gaming,Social Casino,9506.08549180731
,go.diet-tomorrow.com,,,,9505.601591518589
1369317521,zynga.com,Game of Thrones Slots Casino,Gaming,Casual,9489.850126905696
912947244,classpass.com,"ClassPass: Fitness, Spa, Salon",Utility,Health,9466.32270798581
6738109752,funplus.com,Tiles Survive!,Gaming,Casual,9454.91761708194
447553564,slotomania.com,Slotomania™ Slots Machine Game,Gaming,Casual,9441.48829861545
,volvocars.com,,,,9429.242314527875
com.okinc.okex.gp,okx.com,OKX: Buy Bitcoin BTC & Crypto,Finance,Finance,9357.99314275996
,xbox.com,,,,9320.58142385591
mx.com.bancoazteca.bazdigitalmovil,bancoazteca.com.mx,Banco Azteca,Finance,Finance,9293.141710235961
,magazineluiza.com.br,,,,9271.62616347006
,coupang.com,,,,9262.638604661859
905382680,unibet.co.uk,Unibet Casino Real Money Slots,Gaming,Casual,9248.103209300942
,shop.tiktok.com,,,,9247.915074484365
com.Egypt.dsp11,3bigstar.com,,,,9207.206668113886
com.vitalk.android,micous.com,Zili: Online Chat Party,Social,Social,9130.362210235951
284035177,pandora.com,Pandora: Music & Podcasts,Entertainment,Entertainment,9119.956476164949
com.playojo.www,playojo.com,PlayOJO Ontario: Online Casino,Gaming,Social Casino,9104.480139233316
6749132002,actionfit.kr,Drop the Cat,Gaming,Casual,9026.227396943614
,sportmaster.ru,,,,9018.129157510433
6443755785,microfun.com,Seaside Escape®: Merge & Story,Gaming,Casual,8985.32510950456
,lazada.co.th,,,,8969.448392516477
com.didiglobal.passenger,didiglobal.com,DiDi Rider: Affordable rides,Utility,Navigation,8964.279781167194
com.squareup.cash,squareup.com,Cash App,Finance,Finance,8959.310026060288
com.freecash.app2,freecash.com,Freecash: Earn Money,Finance,Finance,8948.452305566705
slots.pcg.casino.games.free.android,bolegames.com,Cash Frenzy™ - Casino Slots,Gaming,Social Casino,8932.49609765795
6478497359,higgsgamestudio.com,Hexa Master 3D - Color Sort,Gaming,Casual,8932.482615057896
,yandex.ru,,,,8912.51920386936
1574436604,sugu.com,SUGO-Online Chat Party,Social,Social,8908.72700800007
6749000283,gamberrylabs.com,Sorry! World - Board Game,Gaming,Casual,8901.971282396356
com.garanti.cepsubesi,cepsubesi.garanti.com,Garanti BBVA Mobile,Finance,Finance,8897.066722921518
1449018960,bitpanda.com,Bitpanda: Buy Bitcoin & crypto,Finance,Finance,8815.92965777667
1462060332,draftkings.com,DraftKings Casino - Real Money,Gaming,Casual,8802.56625599998
com.funtomic.matchmasters,candivore.io,Match Masters,Gaming,Casual,8769.613537367532
com.xm.webapp.global,xm.com,XM 360 - Trading App,Finance,Finance,8761.921625379273
,oculus.com,,,,8709.849963642984
431946152,roblox.com,Roblox,Gaming,Casual,8694.21450400001
1623318294,microfun.com,Gossip Harbor®: Merge & Story,Gaming,Casual,8618.218111961867
946099227,yazio.com,AI Calorie Tracker by Yazio,Utility,Health,8607.314886400205
com.playrix.township,playrix.com,Township,Gaming,Casual,8590.76648726967
,idealista.it,,,,8590.67689095686
com.chato.amigo,com.chato,Chato - Video Chat & Have Fun,Social,Social,8562.75992941632
1364215562,selflender.com,Self – Credit Builder & Cash,Finance,Finance,8549.209747232859
6471045672,centurygames.com,Tasty Travels: Merge Game,Gaming,Casual,8531.230130742688
1578212119,luckios.com,Jackpot Master™ Slots-Casino,Gaming,Casual,8513.041792223776
564194423,betvictor.com,BetVictor Sports Bets & Casino,Entertainment,Entertainment,8472.950475678923
com.gojek.app,gojek.io,Gojek - Food & Transportation,Travel,Travel,8471.545541080286
1489084813,chalkboard.io,Chalkboard Fantasy Sports,Entertainment,Entertainment,8465.321727092145
943905271,wolt.com,Wolt Delivery: Food and more,e-Commerce,Food & Drink,8433.926172714577
com.pakaviator005.Nov,cloudfront.net,,,,8420.591681344704
com.microsoft.copilot,copilot.microsoft.com,​​Microsoft Copilot,Utility,Other,8373.75256766412
de.autodoc.gmbh,autodoc.co.uk,AUTODOC: buy car parts online,e-Commerce,Shopping,8373.137942104735
,xcxcbqf5.com,,,,8328.219056115364
379693831,audible.com,Audible: Audiobooks & Podcasts,Education,Education,8296.853197120989
br_com.indonesina777.w2a010,mintegral.com,,,,8256.631622553015
prodapk004.app_as777bdtf6.com,11029984.com,,,,8249.285856840535
com.mercadopago.wallet,mercadopago.com,Mercado Pago: cuenta digital,Finance,Finance,8236.417003740224
com.meetcleo.cleo,web.meetcleo.com,Cleo AI: Cash advance & Credit,Finance,Finance,8223.025015206149
1223338261,supertreat.net,Solitaire Grand Harvest,Gaming,Casual,8203.438481965228
id387682726,taobao.com,,,,8198.618678452169
com.light.gatesning,termsfeed.com,Lightning Gates,Utility,Other,8197.833038000053
jp.co.rakuten.android,android.rakuten.co.jp,楽天市場 - 楽天ポイントが貯まる日本最大級の通販アプリ,e-Commerce,Shopping,8111.8517083006345
,amazon.co.uk,,,,8076.86767672252
,poshmark.com,,,,8040.7428821782105
359917414,mobilityware.com,Solitaire,Gaming,Casual,8023.84890354129
,polinexa.com,,,,8013.86805174059
,xcxczwn10.com,,,,7999.6340207325375
com.PH.ProductHunting,com.PH.ProductHunting,,,,7978.724215000009
6498714462,nolimitcoins.com,NoLimitCoins,Gaming,Casual,7947.812167046479
com.productmadness.hovmobile,productmadness.com,Slots: Heart of Vegas Casino,Gaming,Social Casino,7920.71062670681
com.azarlive.android,azarlive.com,"Azar: Video Chat, Meet Friends",Social,Social,7910.94241396024
,raspeai.io,,,,7854.573818229243
prod1442701855.app_jili1tlbf5.com,9234423.com,,,,7847.454932427859
,takealot.com,,,,7814.516214099149
shopee.com.br,shopee.com.br,,,,7814.470856078596
com.tigo.flower,com.tigo,Tigo-Live Video Chat&More,Social,Social,7777.360889571286
,samsclub.com,,,,7769.657955763145
com.joky.siller,termsfeed.com,Silly Joker,Entertainment,Lifestyle,7729.944791000011
1294998195,com.gateio,Gate: Trade BTC & ETH,Finance,Finance,7715.582280797709
1557392270,zencolor.app,Zen Color - Color By Number,Gaming,Casual,7687.143464087784
719972451,doordash.com,"DoorDash: Food, Grocery, More",e-Commerce,Food & Drink,7660.771704061617
,tourismnewzealand.com,,,,7645.865924943096
com.draftkings.sportsbook,draftkings.com,DraftKings Sportsbook & Casino,Entertainment,Entertainment,7645.624918448419
389801252,instagram.com,Instagram,Utility,Photo & Video,7642.236740999995
,amazon.co.jp,,,,7639.275361467781
,emag.ro,,,,7598.038639353776
com.myprizepicks.myprizepicks,prizepicks.com,PrizePicks - Sports Picks,Entertainment,Entertainment,7597.52890199041
1105421899,betano.bet,Betano - Online Betting,Entertainment,Entertainment,7589.921163877443
1193508329,easybrain.com,Sudoku.com - Number Games,Gaming,Casual,7564.28086179612
com.wood.block.sudoku.puzzle.bm,Wonderful Studio.com,Block Crush!,Gaming,Casual,7561.777913449516
1622100275,gomining.com,GoMining - Mining App,Finance,Finance,7544.71937470001
1388838533,fxpro.com,FxPro: trading platform,Finance,Finance,7506.536822380962
510855668,music.amazon.com,Amazon Music: Songs & Podcasts,Entertainment,Entertainment,7505.025159555952
ca.sugarbush.jackpotcity,ca.sugarbush.jackpotcity,Jackpot City: Online Casino,Gaming,Social Casino,7496.599562058422
,d.ketoodiet.com,,,,7482.146724860879
com.lazada.android,lzd.co.th,Lazada 12.12 Mega Sale,e-Commerce,Shopping,7478.120892314851
6749560333,apple.com,AI Defender - Phone Cleaner,Utility,Other,7475.276059000023
,y6k1.com,,,,7429.8326322412495
com.creditkarma.mobile,creditkarma.com,Intuit Credit Karma,Finance,Finance,7426.6768174656545
net.peakgames.toonblast,peak.com,Toon Blast,Gaming,Casual,7424.113085070489
1071775157,casumo.com,Casumo Casino & Sports Betting,Gaming,Casual,7418.547716205265
1556357398,nianticlabs.com,Pikmin Bloom,Gaming,Casual,7410.987886249921
724596345,mcafee.com,McAfee Security: Privacy & VPN,Utility,Other,7378.467060065995
,bjs.com,,,,7372.9443880057
603097018,playtika.com,Caesars Slots - Casino Games,Gaming,Casual,7370.969072498451
905953485,Nordvpn.com,NordVPN: VPN Fast & Secure,Utility,Other,7365.075148115253
com.occg.s333.s302,app-xz.com,,,,7325.344448469712
284882215,meta.com,Facebook,Social,Social,7311.166949999957
1539845099,9snail.com,Bingo Winner - Win Real Money,Gaming,Casual,7294.947104410791
com.playfungame.jp,id.higgsroyaldream.com,,,,7294.487610969025
,daraz.pk,,,,7248.22186687159
6544785355,com.curly,"Curly: Style Share, Voice Chat",Social,Social,7237.12910737408
1446254576,solitairecash.com,Solitaire Cash,Gaming,Casual,7226.371970717171
6748330232,luxetravelbids.net,Jackpot Heist Slot,Gaming,Casual,7204.2053637427225
6737595599,foundation.game,Foundation: Galactic Frontier,Gaming,Casual,7160.757147519763
com.gamesys.virgingamesslots,virgingames.com,Virgin Games - Casino Gambling,Gaming,Social Casino,7160.579268645126
6754950859,veil-mole-f9f.notion.site,Aurora Financial Suite,Utility,Other,7141.390102001156
1480805172,luckios.com,Cash Tornado™ Slots - Casino,Gaming,Casual,7126.161232366547
1616738407,sportsbook.fanatics.com,Fanatics Sportsbook & Casino,Entertainment,Entertainment,7099.4591080547125
