   Publisher App Market ID,   Publisher App ID,   Publisher App Name,  Publisher Account ID,  Publisher Account Name,Salesforce Monetize Account Region,Salesforce Monetize Account AM  Name,    Report Ad Spend (Unified),    Report    Publisher Revenue,    Report Net Revenue (Unified)
com.king.bubblewitch3,62c29e6973e8429ca7098ace,Bubble Witch 3 Saga,622b9915ac4bf1001715b790,Activision Blizzard Media (King),Americas,Kasey Geist,79567.32606555129,52758.907273,26808.418792551292
com.playvalve.watersort,64a3d0ecfaafda98af70163b,Water Sortpuz - Color Puzzle,64803209bfd9aa0011593484,Playvalve,EMEA,Tori Edwards,79502.83055235328,56444.283912,23058.546640353285
1197354394,5af55340bfc6be4ab9a686f0,Daily Themed Crossword - A Fun crossword iOS,568b8cb3bb2089a80600000a,Playsimple Games,APAC,Rutvij Jadav,79444.55547234311,53304.22473,26140.330742343118
1635760774,62e93c3863ecb481c7bc9b94,Hotel Master,5fc671cbba624b0015a61bf1,Saygames LTD,EMEA,Beth Taylor-Lowen,79195.95752450191,58223.569537,20972.387987501905
com.Hadiz.Holeucaneat,68d0074c5d4cf995d2b88105,Hole U Can Eat Home App,5fc618102e8dd2001579b65d,App Central ltd,EMEA,Beth Taylor-Lowen,79022.06549752467,49202.613674,29819.451823524672
com.JindoBlu.OfflineGames,66852bd7efa7b310eb763e69,Offline Games - No Wifi Games,607d46752ca90f00153876e8,Jungle Frog LDA,EMEA,Louis Wallworth,78883.68648549877,57639.032817,21244.653668498773
car.parking.jam.solver.puzzle.games,66d52620e6845db6f88fa9e2,Car Jam Solver:Car Puzzle Game,64684dd7d7125400115d9e39,Vicok Limited New,APAC,Aria Gao,78676.51416498986,59830.038389,18846.47577598987
6692629257,66ed44a4f909844620b79258,Connect Word iOS,6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,EMEA,Beth Taylor-Lowen,78010.9073811455,53149.481024,24861.4263571455
com.GybeGames.ColorBlockJam,672c9b15913e67d2955d1ab6,ColorBlockJam,5bec0018c9af0a7962a96f4a,Rollic Games,EMEA,Dina Eraksan,77854.98710058551,43372.239186,34482.74791458551
com.vincentb.MobControl,609a8393c5d1524132e8e288,Mob Control Android,56d55c72562b9c353800000d,Voodoo,EMEA,Hadil Salameh,77447.85356782697,47765.672114,29682.18145382698
6499306806,66bc490b4b6b3aa2763d2683,Goods Sort iOS,5e96c1b29704720015d9f4ae,Guru Network Limited,APAC,Harper Zhang,77256.41908938353,49231.477379,28024.941710383544
in.playsimple.tripcross,5c505bc01d8afc08c9a4e14e,Crossword Jam,568b8cb3bb2089a80600000a,Playsimple Games,APAC,Rutvij Jadav,77128.16998630062,57324.177428,19803.99255830062
com.tumblr,66857e0a4d981e89bb8afda7,Tumblr,668545a239a54a0011299e6e,Automattic,Americas,Matthew Hong,77000.58978759471,34969.8287,42030.7610875947
592331499,6732cc9c9be7f23343c03263,BeautyCam - AI Photo Editor iOS,66f36da16f113e0011999ff8,Meitu China,APAC,Aria Gao,76777.14381792417,38316.648379,38460.49543892417
defense.roguelike.cell.shoot.survivor,684f77fffacb2c498d30696c,細胞保衛戰,634d301fa3774b001b7c0dbc,ToGather Fun Limited,APAC,Harper Zhang,76673.0341199386,59712.347366,16960.6867539386
in.playsimple.triple.tile.matchgame.pair.three.puzzle.object.royale,64ee188a4ca99f72ba7c5d70,Tile Match -Triple puzzle game,568b8cb3bb2089a80600000a,Playsimple Games,APAC,Rutvij Jadav,76551.3445431749,54655.846331,21895.498212174898
6633425539,66d574e85634666900b5bc0b,Screw Sort 3D,6364b12e3ad6c7001711d812,Fodream Limited,APAC,Harper Zhang,76407.48661948074,53768.296453,22639.190166480745
com.king.petrescuesaga,632cccde0c0bbbf867b264c3,Pet Rescue Saga_Android,622b9915ac4bf1001715b790,Activision Blizzard Media (King),Americas,Kasey Geist,76249.2217889496,49514.473336,26734.748452949596
1444990764,5c049329c226ad7c3bd8e92d,Bubble Pop! Shoot Bubbles,561e8d936b8d90f61a001412,Bitmango,APAC,Sunyoung Min,76173.50851897369,45724.583194,30448.925324973694
6754098532,690885f3bafb456cf25439e9,RUSH: Xtreme,5fc671cbba624b0015a61bf1,Saygames LTD,EMEA,Beth Taylor-Lowen,76131.89856834471,53285.400695,22846.497873344717
com.playvalve.dominoes,66166d8dc0c070078a977c88,Dominoes Masters,64803209bfd9aa0011593484,Playvalve,EMEA,Tori Edwards,75782.08299713263,51434.732813,24347.35018413263
com.dream11.fantasy.cricket.football.kabaddi,68d4fc1229cff6c015a9238b,Dream11 Android,68d4f92fa6eceade8070c48d,Sporta Technologies Pvt Ltd,APAC,Rutvij Jadav,75564.95364679408,46812.417557,28752.53608979409
1466297045,5dc9a22c9fc5d300176af30c,iOS Hearts,561e8d936b8d90f61a000455,Mobility Ware,Americas,Natalie Kenyon,75241.03614717485,55474.181875,19766.854272174845
com.aura.news.hashtag.news,6728dbd37b3ea5a17e5d21d4,#news,64afadea4da41800114faaeb,Unity - Americas,Americas,Jack Dove,74696.09301449984,40828.144405,33867.94860949984
com.superplaystudios.dicedreams,619e4c9f799184ce269991cd,Dice Dreams,60112a3ed3c4a000156a31d9,Superplay,EMEA,Beth Taylor-Lowen,74639.15179894789,51484.233356,23154.918442947892
com.nebula.mahjongtile,685b5cb975c4436861cc7c72,Mahjong - Royal Tiles GP,67b5bff30471850011443643,HURELAX PTE LTD,APAC,Sunton Sun,74518.00462774535,57534.448331,16983.556296745355
com.zm.nuts,65afdf88ef93e047135cf386,Nuts Sort Android,5c05196699e4374b87bda3b9,Tripledot Studios,EMEA,Tori Edwards,74266.04747015225,57069.798575,17196.248895152246
com.playit.videoplayer,623d282d1357d77504c26356,PLAYit,623d267a77ab250011858b6d,personal,APAC,Seven Tu,73946.1588570067,44557.70003,29388.45882700669
com.tranzmate,61c9994ec3aa9ecb8f64d131,Moovit Android,61c991a5fe4ec600172e5e08,MOOVIT APP GLOBAL LTD,EMEA,Beth Taylor-Lowen,73027.39086209312,39629.15218,33398.23868209312
6608975929,67036259901d39379d5ac7ba,Woodoku Blast iOS,5c05196699e4374b87bda3b9,Tripledot Studios,EMEA,Tori Edwards,72509.79508271499,61462.401437,11047.393645714998
jp.naver.linemanga.android,641bfa9d59356be2e54a1d90,LINEマンガ,64131058280ea30014b0ed99,LINE Digital Frontier,APAC,Sunyoung Min,72490.2448039753,42926.911148,29563.333655975322
6444407009,64ec93a0047c0ca49c766f17,Treasure Masters,619b548fc9c9c1001796f1f6,Gimica GmbH,EMEA,Dina Eraksan,72455.1967325022,46855.963871,25599.232861502194
357218860,6524875860aebaee1ce371d0,kik ios,62e85e3836ed04001b6d0adb,MediaLab,Americas,Kasey Geist,71982.52713620484,46325.47258,25657.054556204836
free.vpn.unblock.proxy.turbovpn.lite,673bfb23136e386f160fa8e4,Turbo VPN Lite,5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,APAC,Harper Zhang,71516.90149264535,31795.580154,39721.321338645364
6475168012,68b584b971c490d59a8888cb,Sticker GO!,68b57bc85828fa59037e71c3,Ganko srl,EMEA,Hadil Salameh,71333.87020887304,46852.073419,24481.796789873028
com.aigc.ushow.ichat,6698d3cdf7bea065c84f3ccc,linky,6698d32f7c55ea0011aabb4f,Sky work,APAC,Ronald Long,71158.3860261011,41609.973061,29548.412965101103
6471572249,6552da33cf969be4de4d9aba,Watermelon Drop: Fruit Merge,5d53cf81ff5bd700186c5f35,InfenitePlay LTD,APAC,Nam Trinh,71115.69395963203,49232.541517,21883.152442632032
com.vpn.onesvpn,670e9df1e0f27c4f56202dc2,1S - Android,664ce7f9c25157001160360b,1S VPN Free,EMEA,Kseniia Fesenko,70902.07819301862,34901.868806,36000.20938701862
6451208928,656f0c89e20427efa3001171,Business Empire ios,627b73f7023d420018e2f038,Chardonnay Partners LLC,EMEA,Kseniia Fesenko,70613.28126115564,46256.961051,24356.320210155638
com.playvalve.solitaire,64a41edf830ec394da0090b7,Solitaire - Card Game,64803209bfd9aa0011593484,Playvalve,EMEA,Tori Edwards,70509.56996851195,51364.649139,19144.92082951195
kr.co.psynet,681c0866113835d0f3d89475,LIVE Score_Android,681c05e62331ea0011439df0,"PSYNET Co,Ltd",APAC,Soojin Moon,70468.74170489679,34303.75075,36164.990954896784
1519174001,5ef316979c3a0300015b0a03,Art Puzzle - iOS,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,70180.87181640865,49520.414895,20660.45692140866
com.playstrom.hero.tower,66b34dfe8b82298c2add7cb7,TDS - Tower Destiny Survive,5fc671cbba624b0015a61bf1,Saygames LTD,EMEA,Beth Taylor-Lowen,69647.89491572452,54960.84005,14687.054865724518
puzzle.yarn.fever.unravel.puzzle,685cb87611676e2c06228d0d,Yarn Fever! Unravel Puzzle,5d53cf81ff5bd700186c5f35,InfenitePlay LTD,APAC,Nam Trinh,69628.91589814913,49767.487265,19861.428633149124
com.fanatee.cody,58c89d172de3913a0b0003de,CodyCross,561e8d976b8d90f61a003d3f,Fanatee Games,Americas,Jack Dove,69560.15571774059,50416.774905,19143.380812740586
com.pin.screw.color.nuts.bolts.spin.free.game,66e4115921c064bb76dcde5f,Screw Lite And,58b91be73e5caab04b000296,Mavericks Mobile,APAC,Ronald Long,69369.49773986319,44603.97546,24765.522279863195
1565374299,61fd17a90936fb0801aa04bf,Mahjong Club,5fe2fafd6013fb0015208652,GamoVation,EMEA,Louis Wallworth,69308.67717951111,51506.364587,17802.312592511105
com.goldendragon.luckyblessing,687f69025283df928d632aa7,3091-Golden Dragon Blessing,5cc67787e15f77001148cd13,Snail,APAC,Seven Tu,68390.20506434099,47417.853957,20972.35110734099
com.funtomic.matchmasters,6298c1a502725ce5f8955ee4,Match Masters,6298c12ee18acf001be07064,Candivore,EMEA,Tori Edwards,68063.17898229149,39889.915599,28173.263383291487
com.rovio.baba,54c63cf4a684cd593e000128,Angry Birds 2 Android,561e8d946b8d90f61a002087,Rovio,EMEA,Dina Eraksan,67986.37325307657,46340.675392,21645.697861076573
1452992954,5c88efab1c2e1f6eb4ca10cc,Nonogram IOS,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,67292.50677423859,48431.683904,18860.82287023859
1442749804,5d778a8a04e89100182b2aaa,Sudoku,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,APAC,Aria Gao,67158.43325990404,38211.65878,28946.774479904034
com.yolo.hiddenobjects,65ae59c48c749c0555a5ed77,Find Hidden Objects - Spot It!,60f059faaf96d700177d115f,Yolo Oyun Yazılım ve Pazarlama AS,EMEA,Dina Eraksan,67034.45099796375,38087.648841,28946.80215696375
com.flow.mobile,6808dda56b08d751835d8d7b,Emochi,6808dbeef6158900110477ca,Flow,Americas,Sales Ops,66478.47668610817,39965.676359,26512.800327108176
1641107226,6489c5bd2a2e454c7c0abb86,widgetable,6489c502a6bfa20014cb8ca7,Adorned Limited,APAC,Seven Tu,66340.69445159842,38507.059591,27833.63486059843
1130153523,661f294d8f28921b7a276537,iCSee,658a2fc2ab2b4800112923f1,HANGZHOU JF SOFTWARE CO LTD,APAC,Aria Gao,66273.91765653458,39906.613016,26367.30464053458
6636495643,66f65fef901d39379d5a9ed3,Rummy iOS,561e8d936b8d90f61a000455,Mobility Ware,Americas,Natalie Kenyon,66152.24885871832,47564.008783,18588.24007571832
1502193377,5f45ffa82f1f7c000130fe19,トリマ-移動するだけでポイントが貯まる,5f45fb2f150074001547df11,GeoTechnologies Inc.,APAC,Nam Trinh,66010.9172898934,41140.131715,24870.785574893398
net.peakgames.amy,62684160e2a0ef078b8fc737,Toy Blast,56c3a378adccd1cb7e00000a,Zynga,Americas,Kasey Geist,66000.12803750132,54162.781881,11837.34615650132
834185106,5e691e25ffd487601beec0cb,Spades Plus - Card Game,56c3a378adccd1cb7e00000a,Zynga,Americas,Kasey Geist,65550.49619356105,46466.780708,19083.71548556105
com.rapid.short.tv,676bb836c6932d0e3d187f75,RapidTV,674d6cfd2f5be200113e4217,Chengdu Xishangmeishu technology Co,APAC,Aria Gao,65319.046799335374,38602.513259,26716.533540335367
6514312894,66ab1f501ea687af3dc00e4e,FlickReels,66aafef7514c00001147c0c9,FARSUN PTE LTD,APAC,Harper Zhang,65226.53602189073,43298.544332,21927.991689890732
com.playvalve.ballsort,649fd286831ce850a7063c8b,Ball Sortpuz - Color Puzzle,64803209bfd9aa0011593484,Playvalve,EMEA,Tori Edwards,64852.65605611227,46504.050387,18348.605669112265
595558452,5130b34aff10712a34000051,4 Pics 1 Word iOS,561e8d936b8d90f61a0014ca,LOTUM Media GmbH,EMEA,Dina Eraksan,64824.13526301432,36453.258813,28370.876450014322
com.liotek.lannbible,66a20babaac742b8e38f8dbf,KJV Bible Library,65e037799e0d93001113e55a,Rocketshield Browser Technology Lim,APAC,Seven Tu,64611.96842113884,42729.213867,21882.75455413884
com.imo.android.imoimhd,64055668fe5d0fc275c5880f,imo_hd,63f725cfaa034900149db38c,Bigo,APAC,Harper Zhang,64174.24223464302,25273.868557,38900.37367764302
6740510106,67d8df6781fb2a1e3a1b5191,GoodsJam_IOS_com.ig.goods.jam,5ce32f41e15f77001148e36d,Zego Global Ltd,APAC,Nam Trinh,63787.65069809914,42931.46181,20856.188888099146
6446891679,64ec92bd993b2f0f1f1d1c95,Bubble Pop: Wild Rescue,619b548fc9c9c1001796f1f6,Gimica GmbH,EMEA,Dina Eraksan,63678.12263030914,43080.805782,20597.316848309136
1503251395,6551f45e8ec95628af4f0fb4,vpnify_ios,643c740fc34c0300130c743e,VPNABLE LTD,EMEA,Benjamin Lyon,63677.2167463692,40231.692062,23445.524684369197
com.gogo.launcher,670f76be7bccdeafa20f717b,com.gogo.launcher,66d6b6896f113e001198b89c,Xiaomi Group,APAC,Sunton Sun,63600.29642778568,36711.699298,26888.59712978568
ball.sort.puzzle.color.sorting.bubble.games,6285b5e6ed05d2b72d7d2d9a,Ball Sort Android,5e96c1b29704720015d9f4ae,Guru Network Limited,APAC,Harper Zhang,63565.99746803887,35484.461777,28081.53569103887
de.lotum.whatsinthefoto.us,515aff900964d0f21f00000e,4 Pics 1 Word Android,561e8d936b8d90f61a0014ca,LOTUM Media GmbH,EMEA,Dina Eraksan,63374.251735033125,34510.431299,28863.820436033122
1153883316,58537c57febcab143c000043,Word Cookies!,561e8d936b8d90f61a001412,Bitmango,APAC,Sunyoung Min,63233.35930940967,39743.030686,23490.32862340968
com.ztnstudio.notepad,66e9622858fb9d52b9a34d4b,AV - ZTN Notepad - com.ztnstudio.notepad,6666afb99ec3300011cdf91d,Appvestor ApS,EMEA,Hadil Salameh,62989.05021533584,35823.070666,27165.97954933584
in.playsimple.wordtrip,5bce9cde53cf5c0014ea9158,Word Trip Android,568b8cb3bb2089a80600000a,Playsimple Games,APAC,Rutvij Jadav,62970.81348227966,40653.038509,22317.77497327965
com.free.tiptop.vpn.proxy,6748805c2cbb484556728dc9,tiptp1777_com-free-tiptop-vpn-proxy,6297c4bc012073001b3df035,Yandex Inc.,EMEA,Dumitru Cazacu,62634.51311051516,42260.427373,20374.08573751516
6738771575,675696da7913198c9ecadac0,Screw 3D iOS (CD),58b91be73e5caab04b000296,Mavericks Mobile,APAC,Ronald Long,62633.61501785336,39551.774267,23081.840750853364
1570525877,61f943f8445469a5aa7e6663,Baby In Yellow,61f942f0ba92d00017cd7a43,Team Terrible,Americas,Sales Ops,62595.341390322006,40574.976483,22020.364907322004
com.easybrain.nonogram,5d406c47cf18f200178643cf,Nonogram Android,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,62223.026472117715,47980.154474,14242.87199811772
com.popdramas.top,684b94b7c195c4600e8749c1,Pop Drama,674d6cfd2f5be200113e4217,Chengdu Xishangmeishu technology Co,APAC,Aria Gao,62195.05767101495,36046.476613,26148.581058014952
com.europosit.pixelcoloring,5b61c1d3a5eacf3ee67a792c,Pixel Art: Create by Number,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,62082.80566746911,49387.298079,12695.50758846911
com.justplay.app,674718d1fa70582cee6c049e,JustPlay,67c057525a9de100115b66ec,JustPlay GmbH,EMEA,Dina Eraksan,61973.308022316756,35599.351298,26373.95672431676
1658958534,63b66a4beaf2443e5329bd1c,Goods Triple,6375b18dfdfa75001bf507e2,Speelead Limited,APAC,Aria Gao,61884.54258813005,42012.169529,19872.37305913005
6746465127,684ac236c195c4600e87433a,細胞保衛戰,634d301fa3774b001b7c0dbc,ToGather Fun Limited,APAC,Harper Zhang,61856.18747354408,46167.041279,15689.14619454408
com.mattel163.phase10,5d81cc3fe412d000189dc34b,Phase 10 Android,5b0fc58f19829714e5ad0d2f,Mattel163 Limited,APAC,Aria Gao,61666.96652825763,35001.382197,26665.584331257633
6474133872,65b787f14affe7a8358ee665,Find Hidden Objects - Spot It!,60f059faaf96d700177d115f,Yolo Oyun Yazılım ve Pazarlama AS,EMEA,Dina Eraksan,61378.18723117278,37284.56625,24093.620981172782
com.h8games.littlefarmstory,673dd572da8bc813a1134e03,Little Farm Story,5fc671cbba624b0015a61bf1,Saygames LTD,EMEA,Beth Taylor-Lowen,61240.987783733035,52529.576309,8711.411474733035
jp.co.incrementp.milemobile,5f45ffd8256e1b0001a4189a,トリマ-移動するだけでポイントが貯まる,5f45fb2f150074001547df11,GeoTechnologies Inc.,APAC,Nam Trinh,61181.58359917322,35357.851625,25823.731974173214
700970012,59af17136413db5d6d001cdc,Panda Pop iOS,58910f6a5f5e338431000675,Jamcity INC.,Americas,Kasey Geist,61103.119755049716,38930.973709,22172.14604604972
1025707485,5da53538888eb00018873458,Master iOS,5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,APAC,Harper Zhang,60702.13618976165,31416.228796,29285.90739376165
com.netshort.abroad,66c4140316d72e3cce1c86f1,NetShort_Andorid,66bf1c62ddea6f0011b313a9,NETSTORY PTE LTD,APAC,Harper Zhang,60595.71892701644,34688.550378,25907.168549016435
com.fiogonia.spades,65d7922f27332d35a876bb68,Spades Android,58737456236d8f446400071c,FIOGONIA LIMITED,EMEA,Louis Wallworth,60205.40095480569,48256.538436,11948.862518805694
com.opera.browser,677393b087298a2a13dc7d1b,Opera for Android with AI,676405dff3fa5d00114fee22,Opera Software Ireland,EMEA,Dina Eraksan,60196.614899524735,28686.675558,31509.939341524732
1357464684,6571994c0c33641a15cb39e4,KJV iOS,655377ea6cdf5900118d252a,OZION TECH PTE LTD,APAC,Aria Gao,60027.24682213706,40793.530436,19233.716386137057
1534704608,68c23acd4b9f993905ba9ea9,iScreen - Widgets & Wallpaper,68c149fb167d908cf140905e,厦门神桌信息科技有限公司,APAC,Seven Tu,59509.07257170905,33318.311264,26190.76130770905
sensustech.universal.tv.remote.control,67015658901d39379d5ac3e8,Universal TV Remote Control,670153ce6f113e00119a0fad,SensusTech LLC,EMEA,Kseniia Fesenko,59409.67629049236,32236.045603,27173.630687492354
1146465836,582b1fdaad837782410004e4,Hill Climb Racing 2,561e8d956b8d90f61a003365,Fingersoft Oy,EMEA,Hadil Salameh,59285.182573377475,35748.134531,23537.04804237747
6479528256,67929fb0ac670fb86b084e2d,MONOPOLY: Bingo!,5acced705592f30a08b545e8,Clipwire Games,Americas,Sales Ops,59072.59376361559,41521.174804,17551.41895961559
1465731199,628b5fbc2aae43fd12071c3f,2 Players iOS,607d46752ca90f00153876e8,Jungle Frog LDA,EMEA,Louis Wallworth,58845.55917016479,43957.902277,14887.6568931648
com.smallgiantgames.empires,64a73392d89a1b3212021ab0,Empires & Puzzles,56c3a378adccd1cb7e00000a,Zynga,Americas,Kasey Geist,58822.09345170777,38860.738853,19961.35459870777
6744975195,68762a46e27c18d19b12edde,Sled Surfers iOS_CL,59e4bb543f0fa9a20900afa3,TabTale LTD,EMEA,Dina Eraksan,58770.41312437727,40820.964043,17949.449081377275
com.lmr.lfm,63f9bfaac8a3adeead40e9c0,com.lmr.lfm,5c657afed9e6e60012bab5d9,gamestudiopsv@gmail.com,EMEA,Kseniia Fesenko,58653.18855676971,38298.945092,20354.243464769712
1589762792,622b3099f2283d7a001c007c,Jigsaw iOS,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,APAC,Aria Gao,58512.24417104048,35103.656006,23408.588165040484
com.zyhwplatform.shortplay,66ac9c873343191babdad3e8,FlickReels,66aafef7514c00001147c0c9,FARSUN PTE LTD,APAC,Harper Zhang,58186.33282088669,36918.430088,21267.902732886687
1214223596,5bebfb1c4de124001080db05,Word Trip iOS,568b8cb3bb2089a80600000a,Playsimple Games,APAC,Rutvij Jadav,58165.97156267454,40358.625949,17807.345613674537
1365309175,5da41973888eb00018871519,Turbo iOS,5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,APAC,Harper Zhang,58070.85052345045,29616.254768,28454.595755450446
com.dcjnmed.jifqq,671b4ccf25a5ffd5eca52fa3,Disassembly Master,5e3692d21cd3cb0018dd4329,SuperSonic Studios,EMEA,Beth Taylor-Lowen,58062.068753432584,34580.734096,23481.334657432588
579581125,67d272dadc73e19db732c198,SmartNews iOS,67d0848db62d6b0011ccb35e,SmartNews,Americas,Kasey Geist,57859.23131006307,39592.018345,18267.21296506307
in.sweatco.app,5aa66899bacdc27c1e00d074,Sweatcoin Android Tapdaq,59d49801fa5a566117002fd5,Sweatcoin,EMEA,Hadil Salameh,57828.180012931,32993.233659,24834.946353931005
6443760593,6362364f952ac005717d7cb4,Zombie Waves,64631cb61aec7f0014e2bfed,NEW_FOREVER SATURN CORPORATION LIMITED,APAC,Ronald Long,57784.67376237893,38465.884212,19318.789550378933
com.gstarmc.android,604efb2b72c6ac4fce8f3b80,DWG FastView Android,604ec2ae5a93950016a63fdd,"Gstarsoft Co.,ltd",APAC,Ronald Long,57633.936646294314,33446.472538,24187.464108294313
videoplayer.videodownloader.downloader,65d4477227332d35a876b142,D_12,6438b601943a92001427793d,AKRURA PTE LTD,APAC,Soojin Moon,57592.63729732654,32141.100061,25451.53723632654
com.innplaylabs.animalkingdomraid,625eafbe443b2f1fa136e3e5,Animal Kingdom: Coin Raid,621e7a3f257d5f001422669b,Innplay Labs,EMEA,Beth Taylor-Lowen,57226.191888930945,38173.089761,19053.102127930943
6449243946,649bd56d831ce850a706382c,Linked Snake,6159d295979b9a001749fd59,Supercent,APAC,Sunyoung Min,56997.520396397405,36319.060775,20678.459621397404
com.chipsea.btcontrol.en,6744492414a0e4daa676b602,OKOK International,674445ddd02cf30011f20eea,shenzhen kangyou jiankang Technolog,APAC,Aria Gao,56992.5583665005,32923.664327,24068.894039500505
1086101495,5afb1d908e03cf7acee1a079,ZEDGE™ Wallpapers,5af5b8f9e408f136156e7cae,"Zedge, Inc.",EMEA,Dumitru Cazacu,56907.13020727359,33451.87296,23455.25724727359
io.supercent.pizzaidle,64ae9ed5faafda98af702482,Pizza Ready,6159d295979b9a001749fd59,Supercent,APAC,Sunyoung Min,56681.46363081561,34203.746174,22477.71745681561
com.zynga.pottermatch,5ea35bf014514a0001c0cd9e,Harry Potter,56c3a378adccd1cb7e00000a,Zynga,Americas,Kasey Geist,56659.153240562475,39795.662589,16863.49065156247
1163786766,64d2ee7416d5c6503302f4cd,Alarmy - iOS,63c7b6b2f22ae3001457f1fb,"Delight Room Co, Ltd",APAC,Sunyoung Min,56421.41565194716,27912.971471,28508.44418094716
6446197181,641854429091f900e1111e9a,Glow: Fashion Idol iOS_CL,59e4bb543f0fa9a20900afa3,TabTale LTD,EMEA,Dina Eraksan,56379.47654833809,38853.706751,17525.769797338085
714796093,5d075faccf7fcd0018c2939b,Cooking Fever,561e8d946b8d90f61a001f18,Nordcurrent,EMEA,Kseniia Fesenko,56349.284532901635,34281.291039,22067.99349390163
1445472541,65d4913c9a4122e9e0de9175,iOS - Pi Network,65d4907595c34900110c9204,Social Chain Inc.,Americas,Jack Dove,55837.921574112996,28718.31387,27119.607704112997
com.outfit7.mytalkingtom2,5b338ba8a3ecc44677296503,My Talking Tom 2 - Android,561e8d946b8d90f61a001509,Outfit7,EMEA,Dina Eraksan,55706.04662924132,38255.868124,17450.178505241318
724594093,623a9298a2335a0f5b77a0aa,LINE：ディズニーツムツム,5efeed113191d60018f0f4e0,LY Corporation,APAC,Sunyoung Min,55454.19259327522,35049.784473,20404.40812027522
1543351744,65d4163727332d35a876b095,keepsmile,65d404b895c34900110c8746,"Shenzhen Youzhida Technology Co, L",APAC,Aria Gao,55417.14115926657,35363.53568,20053.60547926656
games.burny.color.sort.woody.puzzle,65784ddca475438b9f797211,Colorwood sort puzzle game,6267e053f2d4b90018ad84e4,Burny Games,EMEA,Kseniia Fesenko,55299.65166520695,39757.89284,15541.758825206949
com.skipads.oitube.official,6257fac5978c35cea67ef45f,Oitube,624fd55d426bbc0011d5578d,personal,APAC,Soojin Moon,55229.503455650076,30770.490199,24459.013256650076
1190849728,59c0bfe44b342c7f280015fe,Solitaire – Classic Card Game,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,55129.58763019074,39815.679414,15313.90821619074
com.easybrain.hidden.spots,6672d811429c14443ac5fb6d,Hidden Spots,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,55120.59035876131,42566.604359,12553.985999761306
1667538616,64ec9253047c0ca49c766f09,Balls Versus Blocks,619b548fc9c9c1001796f1f6,Gimica GmbH,EMEA,Dina Eraksan,55061.46073294796,35344.410284,19717.050448947968
6737874398,672ec82f913e67d2955d2084,Merge Fashion: Romance Story - iOS,6540ac3b1ad27200118e909d,Wind's Choice Tech Limited,APAC,Ronald Long,54817.811296946544,42073.701892,12744.109404946541
1466346433,65e890a009143409c22e2531,Eureka iOS,65de2ed395c34900110d36bb,SocialLoop LLC,Americas,Sales Ops,54808.41162891372,35484.090498,19324.32113091372
water.sort.puzzle.game.color.sorting.free,618cc2e73093eef9fd699719,Water Sort Puzzle - Android,5e96c1b29704720015d9f4ae,Guru Network Limited,APAC,Harper Zhang,54749.990273775715,34126.984586,20623.005687775716
com.playvalve.spades,659677f9c64ca439507c3d73,Spades Stars - Card Game,64803209bfd9aa0011593484,Playvalve,EMEA,Tori Edwards,54561.995293478976,37455.021956,17106.97333747898
1643509748,6385c45b882d129fcf7cb6d9,Merge Cooking-IOS,63857a9148202e00149fcb08,Happibits Technologies Pte Ltd,APAC,Soojin Moon,54466.75300349872,32029.517709,22437.235294498718
1509453185,6321bbd636535c0cf813b170,terabox,630dd09a2334a0001b28ad73,"Flextech, Inc.",APAC,Seven Tu,54454.40666139833,31455.23189,22999.174771398328
6466648550,654b71bbd1c31fd96c33fd73,We are Warriors!,6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),EMEA,Dina Eraksan,54376.226371603334,38468.30701,15907.919361603337
1269540854,5c6bcec910122f720df1553b,Crossword Jam : Fun Brain Game,568b8cb3bb2089a80600000a,Playsimple Games,APAC,Rutvij Jadav,54042.830513199195,38367.158383,15675.672130199191
1331794412,5a5dc3f2e9e0ac6c7e0024fb,Bricks n Balls,561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",Americas,Matthew Hong,54031.39525659081,33935.342923,20096.052333590815
1671315416,659e4c266cf70883bd095312,Jagat-iOS,659e4bc13d46f600110781db,JAGAT TECHNOLOGY PTE LTD,APAC,Harper Zhang,53677.64797761997,30592.543504,23085.104473619962
366247306,5d8aa10f0ce85300171b971a,▻Sudoku,561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",Americas,Matthew Hong,53588.95478821745,34557.627111,19031.327677217447
6744533069,68a583fd309863a7302e1faf,seamobi-dev-gmail-com_com-this-windvpn,6297c4bc012073001b3df035,Yandex Inc.,EMEA,Dumitru Cazacu,53579.38880964542,35915.432956,17663.955853645413
